start_date,end_date,updated_date,consumption_mw
2025-02-28 22:00:00+01:00,2025-02-28 22:15:00+01:00,2025-02-28 23:45:28+01:00,58586
2025-02-28 22:15:00+01:00,2025-02-28 22:30:00+01:00,2025-02-28 23:45:28+01:00,59827
2025-02-28 22:30:00+01:00,2025-02-28 22:45:00+01:00,2025-02-28 23:45:28+01:00,59632
2025-02-28 22:45:00+01:00,2025-02-28 23:00:00+01:00,2025-02-28 23:45:28+01:00,61168
2025-02-28 23:00:00+01:00,2025-02-28 23:15:00+01:00,2025-02-28 23:45:28+01:00,60918
2025-02-28 23:15:00+01:00,2025-02-28 23:30:00+01:00,2025-02-28 23:45:29+01:00,61055
2025-02-28 23:30:00+01:00,2025-02-28 23:45:00+01:00,2025-02-28 23:45:29+01:00,60477
2025-02-28 23:45:00+01:00,2025-03-01 00:00:00+01:00,2025-03-01 23:45:46+01:00,60318
2025-03-01 00:00:00+01:00,2025-03-01 00:15:00+01:00,2025-03-01 23:45:42+01:00,60158
2025-03-01 00:15:00+01:00,2025-03-01 00:30:00+01:00,2025-03-01 23:45:42+01:00,60083
2025-03-01 00:30:00+01:00,2025-03-01 00:45:00+01:00,2025-03-01 23:45:42+01:00,59253
2025-03-01 00:45:00+01:00,2025-03-01 01:00:00+01:00,2025-03-01 23:45:42+01:00,58114
2025-03-01 01:00:00+01:00,2025-03-01 01:15:00+01:00,2025-03-01 23:45:43+01:00,56994
2025-03-01 01:15:00+01:00,2025-03-01 01:30:00+01:00,2025-03-01 23:45:43+01:00,56886
2025-03-01 01:30:00+01:00,2025-03-01 01:45:00+01:00,2025-03-01 23:45:44+01:00,56335
2025-03-01 01:45:00+01:00,2025-03-01 02:00:00+01:00,2025-03-01 23:45:44+01:00,56365
2025-03-01 02:00:00+01:00,2025-03-01 02:15:00+01:00,2025-03-01 23:45:44+01:00,55767
2025-03-01 02:15:00+01:00,2025-03-01 02:30:00+01:00,2025-03-01 23:45:45+01:00,56162
2025-03-01 02:30:00+01:00,2025-03-01 02:45:00+01:00,2025-03-01 23:45:42+01:00,55513
2025-03-01 02:45:00+01:00,2025-03-01 03:00:00+01:00,2025-03-01 23:45:42+01:00,55015
2025-03-01 03:00:00+01:00,2025-03-01 03:15:00+01:00,2025-03-01 23:45:42+01:00,54211
2025-03-01 03:15:00+01:00,2025-03-01 03:30:00+01:00,2025-03-01 23:45:42+01:00,54078
2025-03-01 03:30:00+01:00,2025-03-01 03:45:00+01:00,2025-03-01 23:45:42+01:00,53575
2025-03-01 03:45:00+01:00,2025-03-01 04:00:00+01:00,2025-03-01 23:45:42+01:00,53020
2025-03-01 04:00:00+01:00,2025-03-01 04:15:00+01:00,2025-03-01 23:45:42+01:00,52520
2025-03-01 04:15:00+01:00,2025-03-01 04:30:00+01:00,2025-03-01 23:45:42+01:00,52852
2025-03-01 04:30:00+01:00,2025-03-01 04:45:00+01:00,2025-03-01 23:45:42+01:00,52679
2025-03-01 04:45:00+01:00,2025-03-01 05:00:00+01:00,2025-03-01 23:45:42+01:00,52598
2025-03-01 05:00:00+01:00,2025-03-01 05:15:00+01:00,2025-03-01 23:45:42+01:00,52579
2025-03-01 05:15:00+01:00,2025-03-01 05:30:00+01:00,2025-03-01 23:45:42+01:00,53428
2025-03-01 05:30:00+01:00,2025-03-01 05:45:00+01:00,2025-03-01 23:45:42+01:00,53738
2025-03-01 05:45:00+01:00,2025-03-01 06:00:00+01:00,2025-03-01 23:45:42+01:00,54089
2025-03-01 06:00:00+01:00,2025-03-01 06:15:00+01:00,2025-03-01 23:45:42+01:00,54403
2025-03-01 06:15:00+01:00,2025-03-01 06:30:00+01:00,2025-03-01 23:45:42+01:00,55134
2025-03-01 06:30:00+01:00,2025-03-01 06:45:00+01:00,2025-03-01 23:45:42+01:00,55551
2025-03-01 06:45:00+01:00,2025-03-01 07:00:00+01:00,2025-03-01 23:45:42+01:00,56028
2025-03-01 07:00:00+01:00,2025-03-01 07:15:00+01:00,2025-03-01 23:45:42+01:00,56552
2025-03-01 07:15:00+01:00,2025-03-01 07:30:00+01:00,2025-03-01 23:45:42+01:00,57022
2025-03-01 07:30:00+01:00,2025-03-01 07:45:00+01:00,2025-03-01 23:45:42+01:00,57442
2025-03-01 07:45:00+01:00,2025-03-01 08:00:00+01:00,2025-03-01 23:45:42+01:00,57606
2025-03-01 08:00:00+01:00,2025-03-01 08:15:00+01:00,2025-03-01 23:45:42+01:00,57936
2025-03-01 08:15:00+01:00,2025-03-01 08:30:00+01:00,2025-03-01 23:45:43+01:00,58552
2025-03-01 08:30:00+01:00,2025-03-01 08:45:00+01:00,2025-03-01 23:45:43+01:00,59180
2025-03-01 08:45:00+01:00,2025-03-01 09:00:00+01:00,2025-03-01 23:45:43+01:00,59768
2025-03-01 09:00:00+01:00,2025-03-01 09:15:00+01:00,2025-03-01 23:45:43+01:00,59861
2025-03-01 09:15:00+01:00,2025-03-01 09:30:00+01:00,2025-03-01 23:45:43+01:00,60325
2025-03-01 09:30:00+01:00,2025-03-01 09:45:00+01:00,2025-03-01 23:45:43+01:00,60505
2025-03-01 09:45:00+01:00,2025-03-01 10:00:00+01:00,2025-03-01 23:45:43+01:00,60622
2025-03-01 10:00:00+01:00,2025-03-01 10:15:00+01:00,2025-03-01 23:45:43+01:00,60478
2025-03-01 10:15:00+01:00,2025-03-01 10:30:00+01:00,2025-03-01 23:45:43+01:00,60232
2025-03-01 10:30:00+01:00,2025-03-01 10:45:00+01:00,2025-03-01 23:45:43+01:00,59974
2025-03-01 10:45:00+01:00,2025-03-01 11:00:00+01:00,2025-03-01 23:45:43+01:00,59483
2025-03-01 11:00:00+01:00,2025-03-01 11:15:00+01:00,2025-03-01 23:45:43+01:00,59526
2025-03-01 11:15:00+01:00,2025-03-01 11:30:00+01:00,2025-03-01 23:45:43+01:00,59319
2025-03-01 11:30:00+01:00,2025-03-01 11:45:00+01:00,2025-03-01 23:45:43+01:00,59106
2025-03-01 11:45:00+01:00,2025-03-01 12:00:00+01:00,2025-03-01 23:45:43+01:00,59093
2025-03-01 12:00:00+01:00,2025-03-01 12:15:00+01:00,2025-03-01 23:45:43+01:00,59512
2025-03-01 12:15:00+01:00,2025-03-01 12:30:00+01:00,2025-03-01 23:45:43+01:00,59995
2025-03-01 12:30:00+01:00,2025-03-01 12:45:00+01:00,2025-03-01 23:45:43+01:00,59839
2025-03-01 12:45:00+01:00,2025-03-01 13:00:00+01:00,2025-03-01 23:45:43+01:00,60658
2025-03-01 13:00:00+01:00,2025-03-01 13:15:00+01:00,2025-03-01 23:45:43+01:00,60329
2025-03-01 13:15:00+01:00,2025-03-01 13:30:00+01:00,2025-03-01 23:45:43+01:00,59660
2025-03-01 13:30:00+01:00,2025-03-01 13:45:00+01:00,2025-03-01 23:45:43+01:00,58411
2025-03-01 13:45:00+01:00,2025-03-01 14:00:00+01:00,2025-03-01 23:45:43+01:00,57573
2025-03-01 14:00:00+01:00,2025-03-01 14:15:00+01:00,2025-03-01 23:45:43+01:00,56835
2025-03-01 14:15:00+01:00,2025-03-01 14:30:00+01:00,2025-03-01 23:45:43+01:00,56426
2025-03-01 14:30:00+01:00,2025-03-01 14:45:00+01:00,2025-03-01 23:45:43+01:00,55569
2025-03-01 14:45:00+01:00,2025-03-01 15:00:00+01:00,2025-03-01 23:45:43+01:00,55319
2025-03-01 15:00:00+01:00,2025-03-01 15:15:00+01:00,2025-03-01 23:45:44+01:00,54779
2025-03-01 15:15:00+01:00,2025-03-01 15:30:00+01:00,2025-03-01 23:45:44+01:00,54791
2025-03-01 15:30:00+01:00,2025-03-01 15:45:00+01:00,2025-03-01 23:45:44+01:00,54316
2025-03-01 15:45:00+01:00,2025-03-01 16:00:00+01:00,2025-03-01 23:45:44+01:00,53994
2025-03-01 16:00:00+01:00,2025-03-01 16:15:00+01:00,2025-03-01 23:45:44+01:00,53260
2025-03-01 16:15:00+01:00,2025-03-01 16:30:00+01:00,2025-03-01 23:45:44+01:00,53073
2025-03-01 16:30:00+01:00,2025-03-01 16:45:00+01:00,2025-03-01 23:45:44+01:00,52919
2025-03-01 16:45:00+01:00,2025-03-01 17:00:00+01:00,2025-03-01 23:45:44+01:00,52891
2025-03-01 17:00:00+01:00,2025-03-01 17:15:00+01:00,2025-03-01 23:45:44+01:00,53056
2025-03-01 17:15:00+01:00,2025-03-01 17:30:00+01:00,2025-03-01 23:45:44+01:00,53363
2025-03-01 17:30:00+01:00,2025-03-01 17:45:00+01:00,2025-03-01 23:45:44+01:00,53857
2025-03-01 17:45:00+01:00,2025-03-01 18:00:00+01:00,2025-03-01 23:45:44+01:00,54610
2025-03-01 18:00:00+01:00,2025-03-01 18:15:00+01:00,2025-03-01 23:45:44+01:00,55508
2025-03-01 18:15:00+01:00,2025-03-01 18:30:00+01:00,2025-03-01 23:45:44+01:00,56788
2025-03-01 18:30:00+01:00,2025-03-01 18:45:00+01:00,2025-03-01 23:45:44+01:00,58220
2025-03-01 18:45:00+01:00,2025-03-01 19:00:00+01:00,2025-03-01 23:45:44+01:00,59679
2025-03-01 19:00:00+01:00,2025-03-01 19:15:00+01:00,2025-03-01 23:45:44+01:00,60798
2025-03-01 19:15:00+01:00,2025-03-01 19:30:00+01:00,2025-03-01 23:45:44+01:00,61621
2025-03-01 19:30:00+01:00,2025-03-01 19:45:00+01:00,2025-03-01 23:45:44+01:00,61961
2025-03-01 19:45:00+01:00,2025-03-01 20:00:00+01:00,2025-03-01 23:45:44+01:00,61893
2025-03-01 20:00:00+01:00,2025-03-01 20:15:00+01:00,2025-03-01 23:45:44+01:00,61512
2025-03-01 20:15:00+01:00,2025-03-01 20:30:00+01:00,2025-03-01 23:45:44+01:00,60936
2025-03-01 20:30:00+01:00,2025-03-01 20:45:00+01:00,2025-03-01 23:45:44+01:00,59907
2025-03-01 20:45:00+01:00,2025-03-01 21:00:00+01:00,2025-03-01 23:45:44+01:00,59263
2025-03-01 21:00:00+01:00,2025-03-01 21:15:00+01:00,2025-03-01 23:45:45+01:00,58769
2025-03-01 21:15:00+01:00,2025-03-01 21:30:00+01:00,2025-03-01 23:45:45+01:00,58530
2025-03-01 21:30:00+01:00,2025-03-01 21:45:00+01:00,2025-03-01 23:45:45+01:00,58115
2025-03-01 21:45:00+01:00,2025-03-01 22:00:00+01:00,2025-03-01 23:45:45+01:00,57888
2025-03-01 22:00:00+01:00,2025-03-01 22:15:00+01:00,2025-03-01 23:45:45+01:00,57399
2025-03-01 22:15:00+01:00,2025-03-01 22:30:00+01:00,2025-03-01 23:45:45+01:00,58695
2025-03-01 22:30:00+01:00,2025-03-01 22:45:00+01:00,2025-03-01 23:45:45+01:00,58623
2025-03-01 22:45:00+01:00,2025-03-01 23:00:00+01:00,2025-03-01 23:45:45+01:00,60273
2025-03-01 23:00:00+01:00,2025-03-01 23:15:00+01:00,2025-03-01 23:45:45+01:00,60145
2025-03-01 23:15:00+01:00,2025-03-01 23:30:00+01:00,2025-03-01 23:45:45+01:00,60220
2025-03-01 23:30:00+01:00,2025-03-01 23:45:00+01:00,2025-03-01 23:45:45+01:00,59697
2025-03-01 23:45:00+01:00,2025-03-02 00:00:00+01:00,2025-03-02 23:44:31+01:00,59621
2025-03-02 00:00:00+01:00,2025-03-02 00:15:00+01:00,2025-03-02 23:44:31+01:00,59546
2025-03-02 00:15:00+01:00,2025-03-02 00:30:00+01:00,2025-03-02 23:44:31+01:00,59678
2025-03-02 00:30:00+01:00,2025-03-02 00:45:00+01:00,2025-03-02 23:44:32+01:00,58954
2025-03-02 00:45:00+01:00,2025-03-02 01:00:00+01:00,2025-03-02 23:44:32+01:00,57824
2025-03-02 01:00:00+01:00,2025-03-02 01:15:00+01:00,2025-03-02 23:44:33+01:00,56710
2025-03-02 01:15:00+01:00,2025-03-02 01:30:00+01:00,2025-03-02 23:44:34+01:00,56927
2025-03-02 01:30:00+01:00,2025-03-02 01:45:00+01:00,2025-03-02 23:44:34+01:00,56524
2025-03-02 01:45:00+01:00,2025-03-02 02:00:00+01:00,2025-03-02 23:44:35+01:00,56553
2025-03-02 02:00:00+01:00,2025-03-02 02:15:00+01:00,2025-03-02 23:44:35+01:00,55949
2025-03-02 02:15:00+01:00,2025-03-02 02:30:00+01:00,2025-03-02 23:44:36+01:00,56435
2025-03-02 02:30:00+01:00,2025-03-02 02:45:00+01:00,2025-03-02 23:44:31+01:00,55683
2025-03-02 02:45:00+01:00,2025-03-02 03:00:00+01:00,2025-03-02 23:44:31+01:00,55146
2025-03-02 03:00:00+01:00,2025-03-02 03:15:00+01:00,2025-03-02 23:44:32+01:00,54359
2025-03-02 03:15:00+01:00,2025-03-02 03:30:00+01:00,2025-03-02 23:44:32+01:00,54345
2025-03-02 03:30:00+01:00,2025-03-02 03:45:00+01:00,2025-03-02 23:44:32+01:00,53879
2025-03-02 03:45:00+01:00,2025-03-02 04:00:00+01:00,2025-03-02 23:44:32+01:00,53461
2025-03-02 04:00:00+01:00,2025-03-02 04:15:00+01:00,2025-03-02 23:44:32+01:00,53030
2025-03-02 04:15:00+01:00,2025-03-02 04:30:00+01:00,2025-03-02 23:44:32+01:00,53013
2025-03-02 04:30:00+01:00,2025-03-02 04:45:00+01:00,2025-03-02 23:44:32+01:00,52741
2025-03-02 04:45:00+01:00,2025-03-02 05:00:00+01:00,2025-03-02 23:44:32+01:00,52681
2025-03-02 05:00:00+01:00,2025-03-02 05:15:00+01:00,2025-03-02 23:44:32+01:00,52549
2025-03-02 05:15:00+01:00,2025-03-02 05:30:00+01:00,2025-03-02 23:44:32+01:00,53487
2025-03-02 05:30:00+01:00,2025-03-02 05:45:00+01:00,2025-03-02 23:44:32+01:00,53601
2025-03-02 05:45:00+01:00,2025-03-02 06:00:00+01:00,2025-03-02 23:44:32+01:00,53708
2025-03-02 06:00:00+01:00,2025-03-02 06:15:00+01:00,2025-03-02 23:44:32+01:00,53642
2025-03-02 06:15:00+01:00,2025-03-02 06:30:00+01:00,2025-03-02 23:44:32+01:00,54369
2025-03-02 06:30:00+01:00,2025-03-02 06:45:00+01:00,2025-03-02 23:44:32+01:00,54662
2025-03-02 06:45:00+01:00,2025-03-02 07:00:00+01:00,2025-03-02 23:44:32+01:00,54730
2025-03-02 07:00:00+01:00,2025-03-02 07:15:00+01:00,2025-03-02 23:44:32+01:00,55172
2025-03-02 07:15:00+01:00,2025-03-02 07:30:00+01:00,2025-03-02 23:44:32+01:00,55461
2025-03-02 07:30:00+01:00,2025-03-02 07:45:00+01:00,2025-03-02 23:44:33+01:00,55838
2025-03-02 07:45:00+01:00,2025-03-02 08:00:00+01:00,2025-03-02 23:44:33+01:00,55968
2025-03-02 08:00:00+01:00,2025-03-02 08:15:00+01:00,2025-03-02 23:44:33+01:00,56192
2025-03-02 08:15:00+01:00,2025-03-02 08:30:00+01:00,2025-03-02 23:44:33+01:00,56561
2025-03-02 08:30:00+01:00,2025-03-02 08:45:00+01:00,2025-03-02 23:44:33+01:00,57191
2025-03-02 08:45:00+01:00,2025-03-02 09:00:00+01:00,2025-03-02 23:44:33+01:00,57620
2025-03-02 09:00:00+01:00,2025-03-02 09:15:00+01:00,2025-03-02 23:44:33+01:00,57878
2025-03-02 09:15:00+01:00,2025-03-02 09:30:00+01:00,2025-03-02 23:44:33+01:00,58092
2025-03-02 09:30:00+01:00,2025-03-02 09:45:00+01:00,2025-03-02 23:44:33+01:00,58196
2025-03-02 09:45:00+01:00,2025-03-02 10:00:00+01:00,2025-03-02 23:44:33+01:00,58138
2025-03-02 10:00:00+01:00,2025-03-02 10:15:00+01:00,2025-03-02 23:44:33+01:00,58067
2025-03-02 10:15:00+01:00,2025-03-02 10:30:00+01:00,2025-03-02 23:44:33+01:00,58007
2025-03-02 10:30:00+01:00,2025-03-02 10:45:00+01:00,2025-03-02 23:44:33+01:00,57815
2025-03-02 10:45:00+01:00,2025-03-02 11:00:00+01:00,2025-03-02 23:44:33+01:00,57320
2025-03-02 11:00:00+01:00,2025-03-02 11:15:00+01:00,2025-03-02 23:44:33+01:00,57040
2025-03-02 11:15:00+01:00,2025-03-02 11:30:00+01:00,2025-03-02 23:44:33+01:00,57203
2025-03-02 11:30:00+01:00,2025-03-02 11:45:00+01:00,2025-03-02 23:44:33+01:00,56877
2025-03-02 11:45:00+01:00,2025-03-02 12:00:00+01:00,2025-03-02 23:44:33+01:00,56732
2025-03-02 12:00:00+01:00,2025-03-02 12:15:00+01:00,2025-03-02 23:44:33+01:00,57029
2025-03-02 12:15:00+01:00,2025-03-02 12:30:00+01:00,2025-03-02 23:44:33+01:00,57519
2025-03-02 12:30:00+01:00,2025-03-02 12:45:00+01:00,2025-03-02 23:44:34+01:00,57098
2025-03-02 12:45:00+01:00,2025-03-02 13:00:00+01:00,2025-03-02 23:44:34+01:00,57353
2025-03-02 13:00:00+01:00,2025-03-02 13:15:00+01:00,2025-03-02 23:44:34+01:00,56269
2025-03-02 13:15:00+01:00,2025-03-02 13:30:00+01:00,2025-03-02 23:44:34+01:00,55255
2025-03-02 13:30:00+01:00,2025-03-02 13:45:00+01:00,2025-03-02 23:44:34+01:00,53783
2025-03-02 13:45:00+01:00,2025-03-02 14:00:00+01:00,2025-03-02 23:44:34+01:00,53021
2025-03-02 14:00:00+01:00,2025-03-02 14:15:00+01:00,2025-03-02 23:44:34+01:00,51814
2025-03-02 14:15:00+01:00,2025-03-02 14:30:00+01:00,2025-03-02 23:44:34+01:00,51049
2025-03-02 14:30:00+01:00,2025-03-02 14:45:00+01:00,2025-03-02 23:44:34+01:00,50383
2025-03-02 14:45:00+01:00,2025-03-02 15:00:00+01:00,2025-03-02 23:44:34+01:00,49734
2025-03-02 15:00:00+01:00,2025-03-02 15:15:00+01:00,2025-03-02 23:44:34+01:00,49034
2025-03-02 15:15:00+01:00,2025-03-02 15:30:00+01:00,2025-03-02 23:44:34+01:00,48756
2025-03-02 15:30:00+01:00,2025-03-02 15:45:00+01:00,2025-03-02 23:44:34+01:00,48302
2025-03-02 15:45:00+01:00,2025-03-02 16:00:00+01:00,2025-03-02 23:44:35+01:00,47642
2025-03-02 16:00:00+01:00,2025-03-02 16:15:00+01:00,2025-03-02 23:44:35+01:00,47163
2025-03-02 16:15:00+01:00,2025-03-02 16:30:00+01:00,2025-03-02 23:44:35+01:00,47134
2025-03-02 16:30:00+01:00,2025-03-02 16:45:00+01:00,2025-03-02 23:44:35+01:00,46998
2025-03-02 16:45:00+01:00,2025-03-02 17:00:00+01:00,2025-03-02 23:44:35+01:00,46820
2025-03-02 17:00:00+01:00,2025-03-02 17:15:00+01:00,2025-03-02 23:44:35+01:00,46952
2025-03-02 17:15:00+01:00,2025-03-02 17:30:00+01:00,2025-03-02 23:44:35+01:00,47579
2025-03-02 17:30:00+01:00,2025-03-02 17:45:00+01:00,2025-03-02 23:44:35+01:00,48299
2025-03-02 17:45:00+01:00,2025-03-02 18:00:00+01:00,2025-03-02 23:44:35+01:00,49087
2025-03-02 18:00:00+01:00,2025-03-02 18:15:00+01:00,2025-03-02 23:44:35+01:00,50303
2025-03-02 18:15:00+01:00,2025-03-02 18:30:00+01:00,2025-03-02 23:44:35+01:00,52459
2025-03-02 18:30:00+01:00,2025-03-02 18:45:00+01:00,2025-03-02 23:44:35+01:00,54648
2025-03-02 18:45:00+01:00,2025-03-02 19:00:00+01:00,2025-03-02 23:44:35+01:00,56467
2025-03-02 19:00:00+01:00,2025-03-02 19:15:00+01:00,2025-03-02 23:44:35+01:00,57856
2025-03-02 19:15:00+01:00,2025-03-02 19:30:00+01:00,2025-03-02 23:44:35+01:00,59067
2025-03-02 19:30:00+01:00,2025-03-02 19:45:00+01:00,2025-03-02 23:44:35+01:00,59597
2025-03-02 19:45:00+01:00,2025-03-02 20:00:00+01:00,2025-03-02 23:44:35+01:00,59828
2025-03-02 20:00:00+01:00,2025-03-02 20:15:00+01:00,2025-03-02 23:44:35+01:00,59567
2025-03-02 20:15:00+01:00,2025-03-02 20:30:00+01:00,2025-03-02 23:44:35+01:00,59189
2025-03-02 20:30:00+01:00,2025-03-02 20:45:00+01:00,2025-03-02 23:44:36+01:00,58409
2025-03-02 20:45:00+01:00,2025-03-02 21:00:00+01:00,2025-03-02 23:44:36+01:00,57789
2025-03-02 21:00:00+01:00,2025-03-02 21:15:00+01:00,2025-03-02 23:44:36+01:00,57341
2025-03-02 21:15:00+01:00,2025-03-02 21:30:00+01:00,2025-03-02 23:44:36+01:00,57256
2025-03-02 21:30:00+01:00,2025-03-02 21:45:00+01:00,2025-03-02 23:44:36+01:00,56712
2025-03-02 21:45:00+01:00,2025-03-02 22:00:00+01:00,2025-03-02 23:44:36+01:00,56340
2025-03-02 22:00:00+01:00,2025-03-02 22:15:00+01:00,2025-03-02 23:44:36+01:00,55847
2025-03-02 22:15:00+01:00,2025-03-02 22:30:00+01:00,2025-03-02 23:44:36+01:00,56921
2025-03-02 22:30:00+01:00,2025-03-02 22:45:00+01:00,2025-03-02 23:44:36+01:00,57025
2025-03-02 22:45:00+01:00,2025-03-02 23:00:00+01:00,2025-03-02 23:44:36+01:00,58522
2025-03-02 23:00:00+01:00,2025-03-02 23:15:00+01:00,2025-03-02 23:44:36+01:00,58337
2025-03-02 23:15:00+01:00,2025-03-02 23:30:00+01:00,2025-03-02 23:44:36+01:00,58362
2025-03-02 23:30:00+01:00,2025-03-02 23:45:00+01:00,2025-03-02 23:44:36+01:00,57766
2025-03-02 23:45:00+01:00,2025-03-03 00:00:00+01:00,2025-03-03 23:44:12+01:00,57799
2025-03-03 00:00:00+01:00,2025-03-03 00:15:00+01:00,2025-03-03 23:44:12+01:00,57831
2025-03-03 00:15:00+01:00,2025-03-03 00:30:00+01:00,2025-03-03 23:44:12+01:00,58080
2025-03-03 00:30:00+01:00,2025-03-03 00:45:00+01:00,2025-03-03 23:44:13+01:00,57393
2025-03-03 00:45:00+01:00,2025-03-03 01:00:00+01:00,2025-03-03 23:44:13+01:00,56174
2025-03-03 01:00:00+01:00,2025-03-03 01:15:00+01:00,2025-03-03 23:44:14+01:00,55250
2025-03-03 01:15:00+01:00,2025-03-03 01:30:00+01:00,2025-03-03 23:44:14+01:00,55656
2025-03-03 01:30:00+01:00,2025-03-03 01:45:00+01:00,2025-03-03 23:44:14+01:00,55264
2025-03-03 01:45:00+01:00,2025-03-03 02:00:00+01:00,2025-03-03 23:44:15+01:00,55314
2025-03-03 02:00:00+01:00,2025-03-03 02:15:00+01:00,2025-03-03 23:44:16+01:00,54871
2025-03-03 02:15:00+01:00,2025-03-03 02:30:00+01:00,2025-03-03 23:44:16+01:00,55524
2025-03-03 02:30:00+01:00,2025-03-03 02:45:00+01:00,2025-03-03 23:44:12+01:00,54839
2025-03-03 02:45:00+01:00,2025-03-03 03:00:00+01:00,2025-03-03 23:44:12+01:00,54538
2025-03-03 03:00:00+01:00,2025-03-03 03:15:00+01:00,2025-03-03 23:44:12+01:00,53899
2025-03-03 03:15:00+01:00,2025-03-03 03:30:00+01:00,2025-03-03 23:44:13+01:00,53978
2025-03-03 03:30:00+01:00,2025-03-03 03:45:00+01:00,2025-03-03 23:44:13+01:00,53649
2025-03-03 03:45:00+01:00,2025-03-03 04:00:00+01:00,2025-03-03 23:44:13+01:00,53304
2025-03-03 04:00:00+01:00,2025-03-03 04:15:00+01:00,2025-03-03 23:44:13+01:00,53053
2025-03-03 04:15:00+01:00,2025-03-03 04:30:00+01:00,2025-03-03 23:44:13+01:00,53523
2025-03-03 04:30:00+01:00,2025-03-03 04:45:00+01:00,2025-03-03 23:44:13+01:00,53620
2025-03-03 04:45:00+01:00,2025-03-03 05:00:00+01:00,2025-03-03 23:44:13+01:00,53851
2025-03-03 05:00:00+01:00,2025-03-03 05:15:00+01:00,2025-03-03 23:44:13+01:00,54259
2025-03-03 05:15:00+01:00,2025-03-03 05:30:00+01:00,2025-03-03 23:44:13+01:00,55984
2025-03-03 05:30:00+01:00,2025-03-03 05:45:00+01:00,2025-03-03 23:44:13+01:00,56891
2025-03-03 05:45:00+01:00,2025-03-03 06:00:00+01:00,2025-03-03 23:44:13+01:00,57814
2025-03-03 06:00:00+01:00,2025-03-03 06:15:00+01:00,2025-03-03 23:44:13+01:00,58685
2025-03-03 06:15:00+01:00,2025-03-03 06:30:00+01:00,2025-03-03 23:44:13+01:00,61148
2025-03-03 06:30:00+01:00,2025-03-03 06:45:00+01:00,2025-03-03 23:44:13+01:00,62661
2025-03-03 06:45:00+01:00,2025-03-03 07:00:00+01:00,2025-03-03 23:44:13+01:00,63926
2025-03-03 07:00:00+01:00,2025-03-03 07:15:00+01:00,2025-03-03 23:44:13+01:00,65431
2025-03-03 07:15:00+01:00,2025-03-03 07:30:00+01:00,2025-03-03 23:44:13+01:00,67327
2025-03-03 07:30:00+01:00,2025-03-03 07:45:00+01:00,2025-03-03 23:44:13+01:00,68548
2025-03-03 07:45:00+01:00,2025-03-03 08:00:00+01:00,2025-03-03 23:44:13+01:00,69112
2025-03-03 08:00:00+01:00,2025-03-03 08:15:00+01:00,2025-03-03 23:44:13+01:00,69723
2025-03-03 08:15:00+01:00,2025-03-03 08:30:00+01:00,2025-03-03 23:44:13+01:00,70053
2025-03-03 08:30:00+01:00,2025-03-03 08:45:00+01:00,2025-03-03 23:44:13+01:00,70529
2025-03-03 08:45:00+01:00,2025-03-03 09:00:00+01:00,2025-03-03 23:44:13+01:00,70643
2025-03-03 09:00:00+01:00,2025-03-03 09:15:00+01:00,2025-03-03 23:44:14+01:00,70384
2025-03-03 09:15:00+01:00,2025-03-03 09:30:00+01:00,2025-03-03 23:44:14+01:00,69899
2025-03-03 09:30:00+01:00,2025-03-03 09:45:00+01:00,2025-03-03 23:44:14+01:00,69344
2025-03-03 09:45:00+01:00,2025-03-03 10:00:00+01:00,2025-03-03 23:44:14+01:00,68606
2025-03-03 10:00:00+01:00,2025-03-03 10:15:00+01:00,2025-03-03 23:44:14+01:00,67967
2025-03-03 10:15:00+01:00,2025-03-03 10:30:00+01:00,2025-03-03 23:44:14+01:00,67120
2025-03-03 10:30:00+01:00,2025-03-03 10:45:00+01:00,2025-03-03 23:44:14+01:00,66631
2025-03-03 10:45:00+01:00,2025-03-03 11:00:00+01:00,2025-03-03 23:44:14+01:00,65983
2025-03-03 11:00:00+01:00,2025-03-03 11:15:00+01:00,2025-03-03 23:44:14+01:00,65477
2025-03-03 11:15:00+01:00,2025-03-03 11:30:00+01:00,2025-03-03 23:44:14+01:00,64989
2025-03-03 11:30:00+01:00,2025-03-03 11:45:00+01:00,2025-03-03 23:44:14+01:00,64653
2025-03-03 11:45:00+01:00,2025-03-03 12:00:00+01:00,2025-03-03 23:44:14+01:00,64290
2025-03-03 12:00:00+01:00,2025-03-03 12:15:00+01:00,2025-03-03 23:44:14+01:00,64071
2025-03-03 12:15:00+01:00,2025-03-03 12:30:00+01:00,2025-03-03 23:44:14+01:00,63638
2025-03-03 12:30:00+01:00,2025-03-03 12:45:00+01:00,2025-03-03 23:44:14+01:00,63076
2025-03-03 12:45:00+01:00,2025-03-03 13:00:00+01:00,2025-03-03 23:44:14+01:00,63777
2025-03-03 13:00:00+01:00,2025-03-03 13:15:00+01:00,2025-03-03 23:44:14+01:00,62740
2025-03-03 13:15:00+01:00,2025-03-03 13:30:00+01:00,2025-03-03 23:44:14+01:00,61998
2025-03-03 13:30:00+01:00,2025-03-03 13:45:00+01:00,2025-03-03 23:44:14+01:00,60913
2025-03-03 13:45:00+01:00,2025-03-03 14:00:00+01:00,2025-03-03 23:44:14+01:00,59974
2025-03-03 14:00:00+01:00,2025-03-03 14:15:00+01:00,2025-03-03 23:44:14+01:00,59188
2025-03-03 14:15:00+01:00,2025-03-03 14:30:00+01:00,2025-03-03 23:44:14+01:00,58974
